,Estimated.Data.Flag...Natural.Gas,Borough,Estimated.Data.Flag...Electricity..Grid.Purchase.,Property.Type,Multifamily.Housing.Government.Subsidized.Housing,Metered.Areas.Energy,Occupancy100,number.of.energy.meters.cat,Multifamily.Housing.Resident.Population.Type,ENERGY.STAR.Score,Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..,Year.Built,Latitude,Multifamily.Housing.Percent.That.Can.Be.Cooled,Property.GFA.Calculated.Buildings.and.Parking.ft,Electricity.Use...Grid.Purchase.and.Generated.from.Onsite.Renewable.Systems..kBtu.,Longitude,Site.EUI.kBtu.ft,Multifamily.Housing.Percent.That.Can.Be.Heated,Multifamily.Housing.Gross.Floor.Area.ft,Percent.of.Electricity.Green.Power
4694,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,63,0.8,1953,40.889726,80,65766.0,620177.7,-73.912543,81,100,65766,0
4695,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,12,0.8,1910,40.842378,0,76268.0,1646164.4,-73.885315,95.7,80,76268,0
4696,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,74,0.6,1930,40.830975,0,59446.0,969000.8,-73.922916,70.3,80,59446,0
4697,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,40,0.9,1921,40.867993,100,26940.0,417045,-73.919662,96.7,100,26940,0
4698,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,96,0.3,1932,40.860224,90,70400.0,835172,-73.913829,44.8,100,70400,0
4699,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,39,0,1987,40.786199,100,490000.0,10473246.6,-73.97751,75.5,100,429933,0
4700,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,99,0.6,1960,40.761098,90,89862.0,966844.8,-73.824006,61.8,100,89862,0
4701,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.3,1931,40.720653,90,84677.0,263031.3,-73.732574,30.2,100,84677,0.00E+00
4703,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,42,0.1,1962,40.884141,90,345000.0,5202808.7,-73.906016,111.3,100,345000,0
4706,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,60,0.3,1915,40.722155,100,130654.0,4346959.7,-74.010166,57.8,100,125024,0
4707,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,Other dedicated housing,94,0.4,1972,40.84163,100,99008.0,1745650.2,-73.880914,55.4,100,99008,0
4709,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,88,0.4,1930,40.736437,100,185127.0,3227317.3,-73.981427,56.4,100,178851,0
4712,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0,1963,40.711383,0,272140.0,4589413,-73.98265,21.6,100,272140,0
4713,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,65,0.8,1956,40.735552,70,54996.0,717634.4,-73.85136,84.5,90,54996,0
4714,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,79,0.1,1963,40.711535,0,136070.0,4433614.2,-73.984818,42.3,100,136070,0
4715,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,62,0,1929,40.777029,100,80281.0,990645.2,-73.977863,73.5,100,80281,0
4717,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,68,0,1928,40.770783,90,88182.0,1862449.4,-73.963038,82,100,85886,0
4718,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,8,1.1,1925,40.667795,0,57763.0,777059.8,-73.957764,118,100,57763,0
4719,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,37,0.7,1974,40.604586,100,131000.0,2252328.4,-73.952409,86.3,100,131000,0
4721,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,47,0.7,1963,40.750563,100,60000.0,1442792.9,-73.896416,88.4,100,60000,0
4724,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,24,0.5,2012,40.710836,100,182499.0,6565895.8,-74.007041,87.5,100,148140,0
4726,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,38,0.1,1927,40.771618,90,64000.0,1055640.4,-73.965066,80.3,100,62500,0
4728,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,82,0.6,1963,40.856573,80,79826.0,1034267.3,-73.932961,71.6,100,75920,0
4729,No,MANHATTAN,Yes,Multifamily Housing,No,Whole Property,True,10,No specific resident population,76,0.1,1972,40.78058,90,489300.0,12740524,-73.956035,37.2,90,374000,0
4731,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,51,0.8,1932,40.861886,100,73958.0,959958.7,-73.868471,87,100,73958,0
4736,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,70,0.9,1929,40.623139,70,84906.0,1067117.7,-74.029697,93.2,100,84906,0
4737,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0,1958,40.899615,90,61819.0,825659,-73.861997,18,100,61819,0
4738,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,16,0.6,2007,40.776007,50,435730.0,12195576.4,-73.989721,86.3,100,406180,0
4739,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,15,No specific resident population,12,1,1925,40.866204,90,71169.0,1348026.6,-73.890748,113.5,90,71169,0
4741,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,81,0.5,1964,40.779685,100,123237.0,2092584.7,-73.95757,68.8,100,118237,0
4743,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,81,0.7,1937,40.772011,10,199858.0,3467994.3,-73.965951,78.1,100,198233,0
4744,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,65,0.8,1938,40.639224,90,55051.0,616197.3,-73.973329,84,100,55051,0
4745,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,30,0.9,1920,40.863155,90,58640.0,1162998.6,-73.929628,102.3,100,56640,0
4746,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,86,0.6,1941,40.642087,90,109695.0,1085767,-73.973876,66.2,100,109695,0
4747,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,37,0.8,1991,40.632022,100,55500.0,547063.7,-73.971945,86.3,100,55500,0
4749,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,58,0.8,1949,40.891002,80,62610.0,776816.9,-73.862069,84.6,90,62610,0
4750,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,93,0.5,1937,40.833782,90,44262.0,650316.3,-73.913806,60.1,90,44262,19.10315
4751,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,39,0,1923,40.749236,100,37262.0,555357.3,-73.97976,107.4,100,37262,0
4753,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,56,0.7,1999,40.631783,100,56500.0,535798,-73.971898,76.2,100,56500,0
4754,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,51,0,1923,40.846877,0,36250.0,435540.4,-73.936003,113.2,90,36250,0
4755,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,2,0.6,1916,40.740909,100,23849.0,1765856,-73.984115,131.5,100,23849,0
4758,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,71,0.6,1901,40.711308,100,79422.0,1090566.6,-74.006356,69.8,100,73779,0
4763,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,72,0,1917,40.772145,90,48338.0,835285.6,-73.962228,71.2,100,48338,0
4764,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,84,0.2,1970,40.8034,100,100700.0,2902841.6,-73.939173,48,100,100700,0
4766,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,19,1.1,1940,40.874548,100,63340.0,934805.1,-73.87401,114.6,100,63340,0
4767,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,54,0.8,1952,40.752106,0,92918.0,1345663.8,-73.881728,86.4,100,83238,0
4768,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,25+,No specific resident population,79,0.8,1940,40.719755,0,69410.0,508638.8,-73.815915,79.8,100,62050,0
4770,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,2,1.7,1922,40.828205,90,30805.0,626579.3,-73.919114,185.5,90,30805,0
4771,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1928,40.8947,100,37200.0,574786.9,-73.856046,20.2,100,37200,0
4772,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,47,0.6,1928,40.831518,90,43200.0,608312.2,-73.863392,75.4,90,43200,20.24835
4774,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,63,0.8,1963,40.876489,90,84811.0,1013113.6,-73.885687,85.7,100,65267,0
4775,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,48,0.5,1964,40.776734,90,101788.0,2753339.3,-73.955066,71.6,90,97646,0
4776,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,1941,40.871301,90,63089.0,1131016.2,-73.892887,23.8,100,61489,0
4777,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,62,0,1941,40.870826,90,61323.0,723101.4,-73.893589,79.6,100,61323,0
4778,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,15,No specific resident population,42,1,1929,40.88563,90,53844.0,708660.5,-73.866055,102.1,100,53844,0
4779,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,14,0,2007,40.7089,30,105948.0,3633097.6,-74.007538,69.5,100,105948,0
4780,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,60,0.8,1927,40.854216,90,73121.0,957438.2,-73.903481,83.4,100,73121,0
4781,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,75,0.5,1963,40.844479,90,169833.0,3005039.5,-73.911464,68.7,100,158530,0
4782,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,80,0.4,1999,40.706284,0,230766.0,4711883.3,-74.017904,58,100,222366,0
4783,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,94,0.3,1955,40.869954,60,46162.0,574508.1,-73.8827,42.7,100,46162,0
4784,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,94,0.5,1955,40.694482,100,84403.0,1107569.3,-73.995943,51.5,100,83593,0
4785,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1929,40.895226,90,65236.0,731938.8,-73.854938,15.8,100,65236,0
4786,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,Other dedicated housing,86,0.4,1972,40.841985,60,165200.0,2383535.2,-73.879761,55.2,100,165200,0
4787,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,49,0.8,1928,40.65959,0,72684.0,1102888.1,-73.962656,87.9,100,72684,0
4788,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,75,0.7,1950,40.62315,0,61030.0,750271.5,-74.039478,81.8,100,61030,0
4789,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,92,0.6,1928,40.597685,90,77248.0,583689.1,-73.998243,64,100,77248,0
4790,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,72,0.5,1961,40.771811,100,166005.0,3680336.7,-73.959478,65.3,100,166005,0
4792,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,14,0.7,2011,40.701064,100,53884.0,2069536.7,-73.896464,98.1,100,53884,0
4794,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,93,0.5,1960,40.709177,100,104842.0,1086700.2,-73.827047,58,100,78632,0
4799,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,70,0.8,1939,40.731461,80,114590.0,997396.5,-73.868158,79.7,100,114590,0
4800,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,Dedicated Senior/Independent Living,49,0.7,2002,40.814544,100,58710.0,1126272.9,-73.907628,86.7,100,58710,0
4801,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,44,1,1940,40.656693,90,66538.0,712771.6,-73.95692,99.7,100,66538,0
4802,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,25,No specific resident population,92,0.8,1915,40.762758,80,68484.0,688608.5,-73.956747,81.6,90,68484,0
4803,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,9,1.1,1936,40.850682,0,50000.0,1472629.1,-73.937528,132.3,100,50000,0
4804,No,BRONX,No,Multifamily Housing,No,Whole Property,True,25+,No specific resident population,26,0.9,1928,40.819423,100,70500.0,1793752.9,-73.886803,106.1,100,70500,0
4807,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,47,0,1936,40.851945,0,53816.0,701136,-73.9379,93.6,100,52516,0
4808,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,75,0.7,1932,40.739223,90,133399.0,2618322.4,-73.981997,84.2,90,113399,0
4809,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,95,0.5,1929,40.80197,0,209000.0,4113087.5,-73.967221,63.2,100,197000,0
4810,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1940,40.807296,90,39888.0,458987,-73.942236,15.1,100,39888,0
4811,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,71,0.4,1928,40.732489,100,148128.0,2987651.6,-73.99326,59,100,148128,0
4812,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,72,0.7,1920,40.829289,90,33705.0,408469.3,-73.945487,75.2,100,33705,0
4813,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,62,0.8,1932,40.611713,90,53500.0,517087.6,-73.954979,82.5,90,53500,0
4814,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,27,0.8,1951,40.742909,100,158670.0,1638666.6,-73.701817,86.7,100,158670,0
4815,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,69,0,1908,40.774414,0,52950.0,805927,-73.961397,78.8,100,49530,0
4816,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,56,0.1,1988,40.762988,0,812727.0,17144962.2,-73.987791,70.8,100,650206,0
4818,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,69,0,2002,40.754909,0,162518.0,6345388.5,-73.966631,59.1,100,143189,0
4820,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,91,0,1928,40.731484,100,58000.0,831203.1,-73.987032,72.1,100,58000,0
4821,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,93,0.7,1930,40.760201,80,58811.0,529808.5,-73.822759,72.5,90,58811,0
4822,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,14,0.3,2009,40.777024,20,116011.0,4993366.5,-73.951813,71.6,20,110750,0
4826,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,71,0.8,1964,40.823647,80,442500.0,8601409.7,-73.954431,96.5,100,442500,0
4829,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,32,0.5,2006,40.773179,100,78635.0,2969550.9,-73.954704,84.6,100,78635,0
4831,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,64,0.5,2012,40.603118,90,57551.0,1083013.2,-73.755754,65.4,100,57551,0
4834,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,60,0.6,1951,40.852657,0,68750.0,976859,-73.935542,74.6,100,63750,0
4841,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,72,0.7,1937,40.60572,0,96600.0,878465.1,-73.952595,75.9,0,96600,0
4843,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,74,0.8,1963,40.781635,0,55500.0,929550.9,-73.946866,88,100,55500,0
4844,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,32,0.5,1913,40.749341,100,137879.0,3772177.5,-73.984369,80.5,100,125379,0
4845,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,9,0,1901,40.739005,100,55025.0,1135062.5,-73.991448,89,100,55025,0
4848,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.5,1937,40.677027,90,114500.0,1173740.6,-73.97038,52.6,90,114500,0
4849,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,43,0.7,1968,40.78696,0,122264.0,2570062.7,-73.952239,90.1,100,114464,0
4850,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,37,0.3,1974,40.81779,100,612382.0,23096029.3,-73.924286,70.1,100,494726,0
4851,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,70,0.2,1901,40.717549,0,171804.0,4746794.9,-74.005523,43.9,100,148599,0
4852,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,63,0.7,1902,40.69496,100,36297.0,368351.7,-73.994872,77.6,100,34037,0
4854,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,66,0.6,1962,40.709653,0,153250.0,2188771.4,-73.789958,72.2,90,153250,0
4858,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,65,0.4,2008,40.713735,100,41860.0,915439.9,-73.957349,60.2,100,29084,0
4860,Yes,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,94,0.4,1995,40.697115,100,26250.0,306526,-73.921596,52.2,100,26250,0.00E+00
4861,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,27,1.1,1900,40.727231,100,30750.0,548581.4,-73.97893,121.7,100,30750,0
